recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/pasta-recipes/beautiful-courgette-penne-carbonara/,Beautiful courgette carbonara,6                                                                                                            ,20 minutes                                                    ,"Not too tricky                                                    
","['6 medium green and yellow courgettes', '500 g penne', '4 large eggs', '100 ml single cream', '1 small handful of Parmesan cheese', 'olive oil', '6 slices of back bacon', '½ a bunch of fresh thyme , (15g)', 'a few courgette flowers , (optional)']","{'Calories': '459', 'Fat': '14.3g', 'Saturates': '5.4g', 'Sugars': '6.5g', 'Salt': '0.8g', 'Protein': '20.4g', 'Carbs': '66g', 'Fibre': '4.2g'}",courgette penne egg single cream parmesan cheese back bacon courgette flower
https://www.jamieoliver.com/recipes/vegetable-recipes/roasted-black-bean-burgers/,Roasted black bean burgers,4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['1½ red onions', '200 g mixed mushrooms', '100 g rye bread', 'ground coriander', '1 x 400 g tin of black beans', 'olive oil', '40 g mature Cheddar cheese', '4 soft rolls', '100 g ripe cherry tomatoes', '1 lime', 'chipotle Tabasco sauce', '1 ripe mango', '1 ripe avocado', '4 tablespoons natural yoghurt', '4 sprigs of fresh coriander']","{'Calories': '499', 'Fat': '18.7g', 'Saturates': '5.3g', 'Sugars': '14.1g', 'Salt': '1.6g', 'Protein': '19g', 'Carbs': '64g', 'Fibre': '12.5g'}",onion mushroom rye bread bean mature cheddar cheese roll cherry tomato lime chipotle tabasco mango avocado yoghurt sprig
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-tofu-noodle-soup/,Chicken & tofu noodle soup,2                                                                                                            ,1 hour 15 minutes plus chilling overnight                                                    ,"Not too tricky                                                    
","['2 shallots', '2 cloves of garlic', '2 cm piece of ginger', '4 free-range chicken thighs , skin off, bone in', 'groundnut oil', 'sesame oil', '1 star anise', '2 tablespoons low-salt soy sauce', '100 g fine rice noodles', '½ a bunch of fresh coriander , (15g)', '½ a bunch of fresh mint , (15g)', '100 g tofu', '4 spring onions', '½ a fresh red chilli', '100 g baby spinach', '4 seaweed nori sheets', '1 lime']","{'Calories': '629', 'Fat': '29.4g', 'Saturates': '6g', 'Sugars': '7.1g', 'Salt': '1.1g', 'Protein': '39.7g', 'Carbs': '50.4g', 'Fibre': '3.3g'}",shallot garlic ginger chicken thigh sesame star soy rice noodle tofu onion spinach seaweed nori sheet lime
https://www.jamieoliver.com/recipes/egg-recipes/spring-frittata/,Spring frittata,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['FRITTATA', '2 firm medium green or yellow courgettes', '1 bunch of fresh mint , (30g)', 'olive oil', '8 large free-range eggs', '½ teaspoon truffle oil', '1 pinch of cayenne pepper', '4 sprigs of fresh thyme', '40 g pecorino cheese', '1 fresh red chilli', '20 g feta cheese', 'TOASTS', '4 slices of ciabatta , (2cm thick)', '1 clove of garlic', '4 ripe cherry tomatoes', '1 teaspoon dried oregano', 'SALAD', 'extra virgin olive oil', '1 lemon', '150 g fresh podded peas', '100 g watercress', '1 celery of heart']","{'Calories': '468', 'Fat': '28.8g', 'Saturates': '8.6g', 'Sugars': '5.4g', 'Salt': '1.8g', 'Protein': '28.3g', 'Carbs': '21.7g', 'Fibre': '5.5g'}",frittata courgette egg truffle sprig cheese feta cheese toast ciabatta garlic cherry tomato oregano salad lemon podded pea celery heart
https://www.jamieoliver.com/recipes/pasta-recipes/mushroom-farfalle/,Mushroom farfalle,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['PASTA', '25 g dried porcini mushrooms', 'olive oil', '2-4 cloves of garlic', '½ a small dried red chilli', '250 g chestnut mushrooms', '6 sprigs of fresh thyme', '320 g dried farfalle', '1 teaspoon truffle oil', '1 lemon', '150 g low-fat cottage cheese', 'SALAD', '50 g blanched hazelnuts', '200 g baby spinach', '1 eating apple', '40 g blue cheese', '1 teaspoon extra virgin olive oil']","{'Calories': '586', 'Fat': '24.0g', 'Saturates': '5.0g', 'Sugars': '8.9g', 'Salt': '1.1g', 'Protein': '24.2g', 'Carbs': '65.7g', 'Fibre': '6.2g'}",pasta porcini mushroom garlic mushroom sprig farfalle truffle lemon cottage cheese salad blanched hazelnut spinach eating apple blue cheese
https://www.jamieoliver.com/recipes/fish-recipes/baked-whole-trout/,Baked whole trout,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['TROUT', '4 x 250 g trout , scaled, gutted, from sustainable sources', 'olive oil', '1 lemon', '1 bunch of fresh thyme , (30g)', '40 g flaked almonds', '4 rashers of higher-welfare smoked pancetta', 'VEG', '600 g new potatoes', '2 organic chicken stock cubes', '2 little gem lettuces', '1 bunch of fresh mint , (30g)', '300 g frozen peas', '200 g frozen broad beans', 'SAUCE', '2 teaspoons jarred grated horseradish', '1 teaspoon English mustard', '½ a lemon', '4 tablespoons fat-free natural yoghurt']","{'Calories': '504', 'Fat': '21.3g', 'Saturates': '2.3g', 'Sugars': '7.8g', 'Salt': '3.4g', 'Protein': '48.1g', 'Carbs': '23.9g', 'Fibre': '11.3g'}",trout trout lemon flaked almond pancetta veg potato chicken stock gem lettuce pea broad bean jarred horseradish lemon yoghurt
https://www.jamieoliver.com/recipes/egg-recipes/arnold-bennett-frittata/,Arnold Bennett frittata,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['FRITTATA', '250 g undyed smoked haddock , from sustainable sources', '4 fresh bay leaves', '8 large free-range eggs', '6 spring onions', '½ a bunch of fresh mint , (15g)', '1 large handful of frozen peas', 'olive oil', '5 g Parmesan cheese', 'SALAD', '2 apples', '1 lemon', '½ a bunch of fresh chives , (15g)', '1 handful of walnuts', '75 g watercress', '2 tablespoons extra virgin olive oil', '30 g Emmental cheese', 'TO SERVE', '200 g focaccia bread', '1 lemon']","{'Calories': '569', 'Fat': '32.7g', 'Saturates': '7.7g', 'Sugars': '7.3g', 'Salt': '2.0g', 'Protein': '36.1g', 'Carbs': '29.7g', 'Fibre': '5.5g'}",frittata undyed haddock egg onion pea parmesan cheese salad apple lemon chive walnut emmental cheese focaccia bread lemon
https://www.jamieoliver.com/recipes/lamb-recipes/lamb-meatballs/,Lamb meatballs,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['MEATBALLS', '400 g lean lamb mince', '1 heaped teaspoon garam masala', 'olive oil', '1 pinch of saffron', '½–1 fresh red chilli', '2 spring onions', '½ a bunch of fresh coriander , (15g)', '2 cloves of garlic', '1 x 400 g tin of chickpeas', '350 g passata', 'SALAD', '½ a cucumber', '2 little gem lettuces', '1 bunch of radishes', '2 ripe tomatoes', '1 tablespoon extra virgin olive oil', '1 lemon', 'TO SERVE', '1 heaped teaspoon harissa', '4 heaped tablespoons fat-free natural yoghurt', '8 small wholewheat tortillas', '1 orange']","{'Calories': '687', 'Fat': '25.0g', 'Saturates': '7.4g', 'Sugars': '14.2g', 'Salt': '1.3g', 'Protein': '38.0g', 'Carbs': '73.1g', 'Fibre': '12.6g'}",meatball lamb mince masala saffron onion garlic chickpea passata salad cucumber gem lettuce radish tomato lemon harissa yoghurt wholewheat tortilla orange
https://www.jamieoliver.com/recipes/beef-recipes/swedish-meatballs/,Swedish meatballs,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['RICE', '1 celeriac', 'olive oil', 'a few sprigs of fresh lemon thyme', '1 mug of 10-minute wholegrain rice or basmati rice , (300g)', '200 g baby spinach', 'MEATBALLS', '200 g higher-welfare lean beef mince', '200 g higher-welfare lean pork mince', '½ a bunch of fresh dill', '2 teaspoons caraway seeds', '1 swig of vodka', '4 teaspoons cranberry jam', '4 tablespoons single cream', '4 tablespoons fat-free natural yoghurt , to serve']","{'Calories': '576', 'Fat': '19.4g', 'Saturates': '6.7g', 'Sugars': '7.8g', 'Salt': '1.3g', 'Protein': '31g', 'Carbs': '63.1g', 'Fibre': '4.3g'}",rice celeriac sprig lemon mug minute wholegrain rice rice spinach meatball beef mince pork mince caraway swig vodka cranberry jam single cream yoghurt
https://www.jamieoliver.com/recipes/chicken-recipes/crispy-polenta-chicken-caesar-salad/,Crispy polenta chicken Caesar salad,4                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['CHICKEN', '2 x 200 g free-range skinless chicken breasts', '½ teaspoon sweet smoked paprika', '2 heaped tablespoons polenta', 'olive oil', 'SALAD', '1 ciabatta loaf', '1 clove of garlic', '2 red chicory', '4 slices of higher-welfare smoked pancetta', '2 romaine lettuces', '10 ripe cherry tomatoes', '2 large jarred red peppers', 'balsamic vinegar', '1 punnet of cress', 'DRESSING', '1 clove of garlic', '2 lemons', '40 g Parmesan cheese , plus extra to serve', '4 anchovy fillets , in oil, from sustainable sources', '4 heaped tablespoons fat-free natural yoghurt', '1 splash of Worcestershire sauce', '1 tablespoon red wine vinegar', '1 teaspoon English mustard', '½ a bunch of fresh basil , (15g)']","{'Calories': '469', 'Fat': '14.6g', 'Saturates': '4.5g', 'Sugars': '10.3g', 'Salt': '1.8g', 'Protein': '47.3g', 'Carbs': '34.8g', 'Fibre': '5.2g'}",chicken chicken breast paprika polenta salad ciabatta garlic chicory pancetta romaine lettuce cherry tomato jarred cress garlic lemon parmesan cheese anchovy fillet yoghurt wine basil
https://www.jamieoliver.com/recipes/rice-recipes/ultimate-mushroom-risotto/,Ultimate mushroom risotto,4                                                                                                            ,40 minutes                                                    ,"Not too tricky                                                    
","['1 onion', '2 sticks of celery', 'olive oil', '1 bunch of fresh thyme , (30g)', '20 g dried porcini mushrooms', '350 g mixed mushrooms , such as chestnut, button, wild, shiitake', '1.2 litres organic vegetable stock', '300 g Arborio risotto rice', '125 ml white wine', '40 g Parmesan or vegetarian hard cheese', '20 g unsalted butter', 'SALAD', '30 g blanched hazelnuts', '1 lemon', '4 tablespoons natural yoghurt', 'extra virgin olive oil', '100 g baby spinach']","{'Calories': '569', 'Fat': '23.9g', 'Saturates': '7.1g', 'Sugars': '5.7g', 'Salt': '0.5g', 'Protein': '16.5g', 'Carbs': '73.2g', 'Fibre': '4.7g'}",onion celery porcini mushroom mushroom shiitake vegetable stock arborio risotto rice wine parmesan vegetarian hard cheese butter salad blanched hazelnut lemon yoghurt spinach
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-katsu-curry/,Chicken katsu curry,4                                                                                                            ,1 hour 30 minutes plus marinating                                                    ,"Not too tricky                                                    
","['4 x 150g free-range skinless boneless chicken breasts', '250 ml buttermilk', '2 heaped teaspoons medium curry powder', '2 cloves of garlic', '120 g panko breadcrumbs', '1 mug of basmati rice , (300g)', '25 g creamed coconut', '2 litres vegetable oil', 'SAUCE', '1 onion', '2 cloves of garlic', '1 thumb-sized piece of ginger', '1 medium carrot', '1 bunch of fresh coriander , (30g)', 'olive oil', '1 teaspoon each garam masala , medium curry powder, turmeric', '2 heaped tablespoons plain flour', '1 heaped teaspoon mango chutney', 'PICKLE', '1 red onion', '1 lemon', '1 fresh red chilli']","{'Calories': '885', 'Fat': '30.9g', 'Saturates': '7.5g', 'Sugars': '8.7g', 'Salt': '1.5g', 'Protein': '49.2g', 'Carbs': '111.5g', 'Fibre': '3.6g'}",chicken breast buttermilk curry garlic panko mug rice creamed coconut vegetable onion garlic ginger carrot each masala curry turmeric flour mango chutney pickle onion lemon
